alpha,accuracy,loss
-0.3,13.3400,26.353515
-0.2,42.7400,6.099292
-0.1,84.9300,0.877875
0.0,91.9900,0.426069
0.1,81.3500,0.954442
0.2,44.5600,3.657459
0.3,19.8900,5.580833
