alpha,accuracy,loss
-0.3,45.7600,2.932630
-0.2,53.1600,2.118488
-0.1,58.4700,1.640983
0.0,60.6500,1.453300
0.1,57.3800,1.564057
0.2,43.9800,2.100225
0.3,22.0200,3.237488
