alpha,accuracy,loss
-0.3,2.6500,21.169382
-0.2,13.9500,8.801575
-0.1,53.5500,2.713829
0.0,71.8400,1.430597
0.1,60.6000,2.034087
0.2,23.7900,4.790157
0.3,5.3200,7.364823
