alpha,accuracy,loss
-0.3,46.2000,3.009266
-0.2,52.6800,2.161173
-0.1,58.1400,1.671537
0.0,60.7000,1.464393
0.1,57.2100,1.571652
0.2,42.9400,2.150900
0.3,21.4100,3.277389
