alpha,accuracy,loss
-0.3,18.6500,16.819109
-0.2,51.8200,4.606549
-0.1,84.2200,0.970676
0.0,92.2700,0.417313
0.1,86.8200,0.647158
0.2,48.5200,3.035170
0.3,15.6400,6.411998
