alpha,accuracy,loss
-0.3,43.6000,3.264027
-0.2,51.5400,2.269134
-0.1,57.9800,1.707170
0.0,60.6500,1.472637
0.1,57.2500,1.561996
0.2,43.0800,2.145930
0.3,19.6700,3.326084
