alpha,accuracy,loss
-0.3,51.83,7.017273
-0.2,72.76,2.394881
-0.1,85.22,0.856265
0.0,89.8,0.490986
0.1,85.65,0.649183
0.2,66.83,1.524255
0.3,36.7,3.308637
