arch,layer,abs_xhat_mean,susceptibility_S,frac_ge_0.9,frac_le_0.3,spatial_elems
simple_cnn,conv1,0.0963536947965622,0.08972097933292389,0.0003111511468887329,0.9502645134925842,1024
simple_cnn,conv2,0.13998401165008545,0.13044840097427368,0.00011654943227767944,0.9173879027366638,1024
simple_cnn,conv3,0.1393471360206604,0.1283670961856842,0.00013953447341918945,0.9006405472755432,256
simple_cnn,conv4,0.12153275310993195,0.11339157074689865,0.00011689960956573486,0.9292271137237549,256
simple_cnn_mp,conv1,0.103998102247715,0.09582002460956573,0.00030566751956939697,0.940761923789978,1024
simple_cnn_mp,conv2,0.156344935297966,0.14048343896865845,0.00037166476249694824,0.8635588884353638,256
simple_cnn_mp,conv3,0.1691334843635559,0.15088212490081787,0.0007024407386779785,0.8430263996124268,64
simple_cnn_mp,conv4,0.1743343621492386,0.15271024405956268,0.001360177993774414,0.8304402828216553,16
