readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,28.88,46.93,60.98,67.64,64.32,46.22,21.13
b_clean_fit_linear,28.68,45.65,60.77,67.13,61.83,39.86,14.39
c_dist_fit_linear,25.23,39.64,50.73,58.35,61.59,62.45,59.58
d_dist_fit_mlp,20.28,35.43,48.41,56.05,59.81,60.97,58.9
e_readout_NAT,50.92,59.07,63.37,65.15,63.87,58.54,47.0
