readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,46.2,52.68,58.14,60.7,57.21,42.94,21.41
b_clean_fit_linear,44.56,51.02,56.6,58.99,56.1,42.59,21.69
c_dist_fit_linear,19.92,24.95,31.35,38.78,46.98,53.15,50.72
d_dist_fit_mlp,21.33,26.96,33.83,40.9,48.36,54.09,52.1
e_readout_NAT,47.24,49.97,51.45,51.87,50.2,45.42,35.9
