readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,3.25,9.25,45.74,72.07,51.8,10.51,2.7
b_clean_fit_linear,3.76,11.31,47.02,70.3,50.05,10.33,2.91
c_dist_fit_linear,1.0,1.06,1.83,7.88,24.1,40.0,40.17
d_dist_fit_mlp,1.2,2.19,5.25,15.48,28.0,37.67,38.97
e_readout_NAT,17.88,33.48,52.68,65.4,60.36,37.46,16.27
