readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,34.46,51.42,63.86,68.05,61.15,40.16,15.98
b_clean_fit_linear,30.59,47.75,62.27,67.53,60.59,39.23,15.57
c_dist_fit_linear,25.35,38.63,50.53,58.0,61.46,61.94,59.03
d_dist_fit_mlp,21.37,34.86,46.97,55.49,59.59,60.94,58.3
e_readout_NAT,46.24,56.37,62.51,65.37,64.22,59.2,49.02
