readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,46.85,53.48,58.23,60.99,60.08,54.14,42.47
b_clean_fit_linear,45.47,52.09,56.79,59.27,58.06,52.7,40.58
c_dist_fit_linear,22.56,28.74,36.14,44.69,52.43,56.62,55.35
d_dist_fit_mlp,21.99,27.62,34.8,43.03,50.24,54.96,53.23
e_readout_NAT,48.72,52.24,55.19,56.18,56.02,53.66,48.82
