readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,44.18,54.1,62.51,65.97,62.43,45.98,21.7
b_clean_fit_linear,42.07,52.24,60.72,64.55,61.06,45.32,21.11
c_dist_fit_linear,22.51,29.15,37.66,46.47,55.15,60.23,58.64
d_dist_fit_mlp,18.5,24.82,32.31,41.87,51.37,56.99,57.39
e_readout_NAT,51.23,56.67,60.84,62.55,62.5,58.15,46.86
