readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,2.75,10.06,46.54,72.69,66.01,25.56,6.22
b_clean_fit_linear,2.53,12.74,50.27,71.38,62.01,21.12,5.79
c_dist_fit_linear,1.63,2.65,5.55,15.91,33.89,48.64,47.65
d_dist_fit_mlp,1.96,3.04,6.22,15.41,32.16,46.95,45.38
e_readout_NAT,18.59,39.0,58.86,67.61,66.36,51.04,27.81
