readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,42.91,51.14,57.22,59.99,58.09,47.62,28.09
b_clean_fit_linear,43.11,51.16,56.69,59.46,57.56,47.94,29.42
c_dist_fit_linear,17.2,22.93,30.38,39.63,48.85,54.64,52.79
d_dist_fit_mlp,18.18,24.61,32.77,42.19,50.32,55.54,54.45
e_readout_NAT,48.21,52.3,55.25,56.8,56.5,53.22,44.09
