readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,24.49,43.28,60.13,67.09,60.94,39.03,16.92
b_clean_fit_linear,26.78,44.12,59.08,64.45,56.67,35.61,16.48
c_dist_fit_linear,4.19,12.2,28.34,45.6,55.02,59.46,57.49
d_dist_fit_mlp,5.2,13.78,29.51,45.72,54.5,58.03,55.26
e_readout_NAT,43.02,52.31,59.66,62.57,60.49,53.09,40.14
