readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,2.27,10.5,47.41,73.08,64.56,23.96,4.11
b_clean_fit_linear,2.22,11.16,47.64,71.09,60.25,20.41,4.41
c_dist_fit_linear,1.05,1.9,3.53,13.75,31.17,46.49,45.36
d_dist_fit_mlp,1.45,2.54,6.49,15.85,30.54,44.13,41.79
e_readout_NAT,13.9,32.9,53.75,64.25,59.67,42.23,20.09
