readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,46.85,53.48,58.23,60.99,60.08,54.14,42.47
b_clean_fit_linear,45.33,52.22,57.26,59.44,58.18,52.29,40.79
c_dist_fit_linear,22.21,28.22,35.77,44.35,52.44,56.56,55.42
d_dist_fit_mlp,22.84,28.93,36.06,44.36,50.98,54.75,52.77
e_readout_NAT,48.86,52.86,55.3,56.64,56.61,54.45,49.12
