alpha,accuracy,loss
-0.3,78.0600,1.631082
-0.2,82.8400,0.989420
-0.1,85.8700,0.634122
0.0,87.1900,0.466600
0.1,86.4000,0.437222
0.2,80.2400,0.586224
0.3,63.6300,1.044665
