readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,76.06,79.99,83.26,84.9,82.66,73.5,55.08
b_clean_fit_linear,76.2,80.26,83.37,84.42,82.27,73.57,56.35
c_dist_fit_linear,54.94,59.61,66.25,73.21,79.07,82.29,79.47
d_dist_fit_mlp,64.41,68.32,72.75,77.25,80.67,82.21,79.45
e_readout_NAT,79.37,81.5,82.77,83.34,82.48,79.35,70.44
