readout,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3
a_original_fc,80.63,83.61,86.33,87.48,86.66,82.29,70.59
b_clean_fit_linear,80.35,83.69,86.44,87.36,86.4,81.31,68.66
c_dist_fit_linear,66.6,71.23,75.94,80.56,83.77,85.47,84.16
d_dist_fit_mlp,68.77,72.95,77.08,81.21,84.4,85.66,84.24
e_readout_NAT,82.63,84.85,86.18,86.85,86.66,85.35,81.6
