alpha,accuracy,loss
-0.3,45.7900,2.885211
-0.2,53.0700,2.094615
-0.1,58.2200,1.648554
0.0,60.1600,1.476614
0.1,56.8200,1.585927
0.2,44.0600,2.100384
0.3,24.8100,3.079146
