alpha,accuracy,loss
-0.3,3.2000,21.825656
-0.2,9.2900,10.845937
-0.1,45.5200,3.300763
0.0,72.1100,1.381138
0.1,57.2000,2.226875
0.2,14.3000,6.130098
0.3,3.5100,8.395907
