alpha,accuracy,loss
-0.3,39.1100,5.762493
-0.2,48.3200,3.416307
-0.1,55.9400,2.160904
0.0,60.8200,1.604005
0.1,59.4900,1.506887
0.2,50.1300,1.857453
0.3,29.8900,2.774815
