alpha,accuracy,loss
-0.3,12.3800,36.301144
-0.2,32.9800,9.397861
-0.1,81.6400,1.122567
0.0,92.0900,0.414732
0.1,82.7800,0.840103
0.2,43.9700,3.407078
0.3,17.0800,5.440174
